Date,Adj Close,Close,High,Low,Open,Volume,Year,MA10,MA50,Daily_Return,Volatility,Target,Literacy_Rate,Education_Expenditure,GDP_Growth,Inflation,Unemployment
2015-03-30,173.4906768798828,185.3238067626953,186.91246032714844,182.05506896972656,186.66102600097656,17330588,2015,192.5196105957031,200.5259652709961,-0.0011704319866101542,0.01346086407544271,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-03-31,176.75396728515625,188.80970764160156,190.38693237304688,186.9810333251953,186.9810333251953,20235395,2015,191.8144317626953,200.35109924316407,0.01880978455924942,0.01369177932424345,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-01,178.904541015625,191.10696411132812,191.78128051757812,185.86097717285156,188.55825805664062,14588531,2015,191.06925048828126,200.1972625732422,0.012167046379242485,0.013473593407533872,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-06,176.46505737304688,188.50111389160156,191.55270385742188,187.7582244873047,191.0955352783203,12334096,2015,190.34921264648438,199.94582092285157,-0.013635558661318825,0.013409257335173244,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-07,178.2197723388672,190.37550354003906,191.11839294433594,188.82113647460938,188.82113647460938,21275454,2015,189.86347351074218,199.62489013671876,0.00994365290337429,0.01408909612475024,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-08,185.2920684814453,197.93017578125,198.75306701660156,190.38693237304688,190.52407836914062,24821205,2015,190.41092987060546,199.43813781738282,0.039683005957865,0.01864861713897186,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-09,191.54052734375,204.60479736328125,205.49627685546875,196.30723571777344,197.8387451171875,27276420,2015,191.48869934082032,199.4900259399414,0.03372210202757553,0.021050041944935004,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-10,193.5198974609375,206.7191925048828,207.73638916015625,203.23330688476562,204.5705108642578,25323219,2015,192.84762573242188,199.5698013305664,0.010334044796845188,0.020831870418437693,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-13,197.40379333496094,210.86798095703125,211.38229370117188,205.4391326904297,207.2792205810547,20177342,2015,194.97802124023437,199.72272338867188,0.020069681977160636,0.019085608908759297,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-15,197.64988708496094,211.130859375,214.77674865722656,207.37066650390625,210.5251007080078,22231264,2015,197.5370101928711,199.79952758789062,0.0012466492863243417,0.015953136932690706,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-16,198.6556396484375,212.2052001953125,214.41102600097656,210.0679473876953,211.3251495361328,20177302,2015,200.22514953613282,199.79472747802734,0.00508850683170059,0.015444998430624576,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-17,198.3346405029297,211.86231994628906,215.85108947753906,210.89083862304688,213.7366943359375,23958678,2015,202.53041076660156,199.8477587890625,-0.0016157956954299113,0.01603962879606233,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-20,189.5183563232422,202.44468688964844,214.28529357910156,200.81031799316406,214.25100708007812,37628162,2015,203.6641830444336,199.7453533935547,-0.04445166586974114,0.02391579810494982,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-21,187.5496368408203,200.3417205810547,204.6962432861328,199.42739868164062,203.4733123779297,17707007,2015,204.8482437133789,199.4657958984375,-0.010387856262881634,0.023639399020059695,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-22,188.2558135986328,201.09605407714844,202.69613647460938,198.18161010742188,201.58750915527344,14761313,2015,205.92029876708983,199.2415557861328,0.003765234190391986,0.023616151663677313,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-23,187.6780548095703,200.4788818359375,203.3018798828125,198.65020751953125,202.0332489013672,13337818,2015,206.1751693725586,199.0282876586914,-0.003069042025927393,0.020446847925712542,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-24,188.07391357421875,200.90174865722656,202.17039489746094,198.55877685546875,200.4674530029297,12709854,2015,205.80486450195312,198.8865658569336,0.0021092836183869146,0.017071573629574583,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-27,187.30357360839844,200.078857421875,202.86756896972656,199.1988067626953,201.1646270751953,11042925,2015,205.14083099365234,198.78873229980468,-0.0040959884164849525,0.016543896318753425,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-28,185.14230346679688,197.77017211914062,201.61036682128906,196.25009155273438,199.94171142578125,14687371,2015,203.83105010986327,198.7119284057617,-0.011538876883260163,0.014512903354518169,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-29,181.88966369628906,194.2957000732422,198.9930877685547,193.70138549804688,197.0386962890625,16387960,2015,202.1475341796875,198.48014495849608,-0.01756823088471271,0.01464555393951685,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-04-30,184.53244018554688,197.1186981201172,197.93017578125,193.8271026611328,194.2957000732422,34802149,2015,200.63888397216797,198.2661911010742,0.014529390232572492,0.015850387991066986,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-04,190.65245056152344,203.65618896484375,204.33050537109375,196.69583129882812,197.99874877929688,15078502,2015,199.81827087402343,198.14481353759766,0.03316524970524526,0.020386710804554023,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-05,190.90927124023438,203.93048095703125,206.1363067626953,202.3189697265625,204.2847900390625,17846755,2015,199.96685028076172,198.09612518310547,0.0013468384809796063,0.014531777308822415,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-06,188.36280822753906,201.21034240722656,204.98196411132812,199.32452392578125,203.43902587890625,22438208,2015,200.0537124633789,197.99829162597655,-0.013338558007803814,0.014812022419664776,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-07,186.32989501953125,199.03880310058594,200.79888916015625,196.58152770996094,200.01028442382812,16735535,2015,199.84798736572264,197.8551986694336,-0.010792384132251365,0.015169841138835015,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-08,192.78366088867188,203.37045288085938,204.2962188720703,196.83297729492188,199.095947265625,17104443,2015,200.13714447021485,197.93108825683595,0.0217628407767525,0.016731896345216966,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-11,194.13795471191406,204.79910278320312,205.59913635253906,201.9303741455078,204.09048461914062,14214007,2015,200.5268798828125,198.13452728271486,0.007024864635477357,0.0168218575654231,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-12,188.2333221435547,198.57020568847656,204.55908203125,197.7587432861328,204.55908203125,16650201,2015,200.37601470947266,198.25910522460939,-0.030414669840230557,0.01970240478785404,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-13,191.78692626953125,202.3189697265625,203.1304473876953,195.94149780273438,199.63311767578125,16701434,2015,200.83089447021484,198.45088653564454,0.018878784080866184,0.020165509214279467,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-14,190.2917938232422,200.7417449951172,202.57041931152344,198.93594360351562,202.52468872070312,12329713,2015,201.47549896240236,198.61638061523436,-0.00779573330952088,0.019305558214878744,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-15,189.37091064453125,199.770263671875,202.74185180664062,198.89022827148438,201.58750915527344,8331715,2015,201.74065551757812,198.70049926757812,-0.004839458395989427,0.019038766100008795,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-18,193.18455505371094,203.7933349609375,204.35336303710938,199.37025451660156,199.9874267578125,9847540,2015,201.7543701171875,198.82530578613282,0.020138489158078254,0.01696401852985664,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-19,194.05128479003906,204.70767211914062,206.81063842773438,202.66184997558594,203.72476196289062,14513036,2015,201.83208923339845,198.80130462646486,0.004486590095688747,0.017016636749481992,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-20,196.93316650390625,207.74781799316406,208.23927307128906,205.19911193847656,205.81629943847656,8708891,2015,202.4858367919922,198.8973095703125,0.0148511574703174,0.01680096847867164,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-21,194.31130981445312,204.98196411132812,209.2450408935547,204.376220703125,208.29641723632812,10759523,2015,203.0801528930664,198.9512551879883,-0.013313515918260799,0.017053453207445113,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-22,195.84976196289062,206.6049041748047,207.0049285888672,205.0391082763672,205.0391082763672,8349048,2015,203.40359802246093,199.10760620117188,0.007917477376668813,0.015890278128450317,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-25,193.82374572753906,204.4676513671875,207.55352783203125,203.9761962890625,205.724853515625,6617337,2015,203.37045288085938,199.26921447753907,-0.010344637346115015,0.016189256616630156,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-26,191.67861938476562,202.20468139648438,204.81053161621094,201.77037048339844,204.58193969726562,9510249,2015,203.73390045166016,199.40019256591796,-0.011067618547832003,0.01299795992608494,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-27,191.83026123046875,202.36468505859375,203.64476013183594,201.19891357421875,202.52468872070312,8078236,2015,203.73847198486328,199.49848327636718,0.0007912955377904485,0.011549107851790592,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-28,189.7717742919922,200.19314575195312,204.41050720214844,199.32452392578125,202.4904022216797,26538868,2015,203.68361206054686,199.61597503662108,-0.010730821467252905,0.01180600768174251,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-05-29,190.03179931640625,200.4674530029297,202.6275634765625,199.5759735107422,201.13034057617188,29277517,2015,203.75333099365236,199.7755261230469,0.0013702130007808844,0.011698334430918264,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-01,195.50306701660156,206.23916625976562,206.8449249267578,200.69602966308594,201.1531982421875,19594976,2015,203.99791412353517,199.9830795288086,0.02879127344802246,0.013500855769433202,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-02,194.72300720214844,205.41627502441406,210.022216796875,203.77047729492188,207.03921508789062,20178960,2015,204.0687744140625,200.1202294921875,-0.003989985269408525,0.013542857408560888,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-03,194.22463989257812,204.89053344726562,208.11355590820312,203.09616088867188,205.49627685546875,15546279,2015,203.78304595947264,200.3040103149414,-0.0025593959246216214,0.012566477600163299,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-04,197.7674102783203,208.62786865234375,209.4279022216797,204.02191162109375,206.68490600585938,15931395,2015,204.14763641357422,200.57190979003906,0.01824064363637401,0.013165820222634567,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-05,196.69483947753906,207.4963836669922,209.59934997558594,206.74205017089844,207.9878387451172,13066337,2015,204.23678436279297,200.87272521972656,-0.005423460406610681,0.013157687555064959,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-08,191.86276245117188,202.3989715576172,208.0106964111328,201.86180114746094,207.2792205810547,10846953,2015,204.02991638183593,201.04416259765625,-0.02456626963463493,0.015087998770729355,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-09,191.4835968017578,201.99896240234375,203.5876007080078,200.54745483398438,201.96466064453125,9153355,2015,204.00934448242188,201.2215432739258,-0.001976339860796039,0.014676528219287477,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-10,196.27227783203125,207.05064392089844,207.9878387451172,202.29611206054688,202.52468872070312,13509379,2015,204.47794036865236,201.5712756347656,0.025008452808251036,0.016683357570029752,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-11,190.06431579589844,200.50173950195312,207.8964080810547,199.70169067382812,207.0963592529297,14676438,2015,204.50879974365233,201.87049102783203,-0.03162948105318264,0.019572112423637274,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-12,192.81619262695312,203.4047393798828,204.0561981201172,200.753173828125,200.92462158203125,21543824,2015,204.80252838134766,202.23210968017577,0.014478676769292598,0.020082104097109973,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-15,195.39471435546875,206.1248779296875,206.86778259277344,203.43902587890625,204.55908203125,12858570,2015,204.79109954833984,202.5784130859375,0.013373034267035955,0.018276392046983714,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-16,195.87144470214844,206.6277618408203,206.86778259277344,204.17050170898438,205.49627685546875,13929305,2015,204.91224822998046,202.88882904052736,0.002439705076765941,0.01822972982805134,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-17,201.7760772705078,212.85665893554688,215.40536499023438,204.35336303710938,206.87921142578125,26232634,2015,205.7088607788086,203.37593994140624,0.030145499516783802,0.020379287499304344,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-18,212.1227264404297,223.77149963378906,224.4686737060547,213.15380859375,213.1652374267578,49366799,2015,207.2232238769531,204.04385986328126,0.051277891670503006,0.02507875959937561,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-19,215.9580535888672,227.8174285888672,230.04611206054688,224.58297729492188,224.58297729492188,45710935,2015,209.2553283691406,204.6416049194336,0.018080626718324,0.02485287501039176,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-22,214.8854522705078,226.68594360351562,230.5718536376953,225.49729919433594,227.88600158691406,19394187,2015,211.68402557373048,205.08322784423828,-0.004966630482839407,0.022516537448713247,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-23,215.6005096435547,227.4402618408203,229.20034790039062,226.5259246826172,226.90309143066406,16007498,2015,214.22815551757813,205.49764923095702,0.0033275915802879474,0.02222112906611475,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-24,214.71209716796875,226.50306701660156,230.0575408935547,225.53158569335938,227.4402618408203,18603004,2015,216.17339782714845,205.81035095214844,-0.0041206197030966285,0.022257972863551308,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-25,217.66983032226562,229.62322998046875,230.6404266357422,225.15443420410156,225.61160278320312,27175118,2015,219.085546875,206.18019836425782,0.01377536739331875,0.017005862043722158,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-26,216.83563232421875,228.74319458007812,231.8061981201172,227.5316925048828,228.56031799316406,20966796,2015,221.61939239501953,206.51095825195313,-0.0038325190376665708,0.017885492540383446,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-29,214.70126342773438,226.49163818359375,227.17739868164062,222.18284606933594,225.81732177734375,20168946,2015,223.65606842041015,206.8035446166992,-0.009843162331529598,0.019142840448839505,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-06-30,216.70556640625,228.6060333251953,229.23463439941406,225.84017944335938,226.2744903564453,23184864,2015,225.85389556884766,207.32677154541017,0.009335422528436332,0.018978610233227066,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-01,217.90818786621094,229.8746795654297,230.9718780517578,228.811767578125,228.811767578125,14824266,2015,227.55569763183593,207.91743072509766,0.005549487131994102,0.017672322349691242,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-02,219.03492736816406,231.0633087158203,233.0977020263672,230.20611572265625,230.6404266357422,15931202,2015,228.28487854003907,208.5167758178711,0.0051707702328838145,0.008945378731398196,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-03,218.2440643310547,230.22897338867188,231.7376251220703,229.2803497314453,230.81185913085938,13831096,2015,228.52603302001953,209.1117776489258,-0.0036108516396887724,0.007454657819754003,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-06,220.05335998535156,232.1376495361328,232.9033966064453,227.48597717285156,227.69171142578125,12237733,2015,229.07120361328126,209.7364956665039,0.008290338611025794,0.007438936469669691,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-07,217.38816833496094,229.32608032226562,232.37765502929688,228.5831756591797,231.09759521484375,11294999,2015,229.2597854614258,210.32144012451172,-0.012111646772875462,0.008718177616225531,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-08,215.9471893310547,227.80599975585938,230.5718536376953,226.6745147705078,227.63455200195312,15190654,2015,229.39007873535155,210.9221566772461,-0.0066284679190004026,0.008911307016483619,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-09,213.95370483398438,225.70303344726562,228.811767578125,224.73155212402344,227.66883850097656,16245867,2015,228.99805908203126,211.55030334472656,-0.009231391231343755,0.008064140870390025,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-10,217.07395935058594,228.99462890625,229.4975128173828,226.3544921875,226.5487823486328,16110573,2015,229.02320251464843,212.1878219604492,0.014583744882425087,0.009496467723817266,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-13,218.20069885253906,230.18325805664062,231.4404754638672,227.47454833984375,228.99462890625,9860248,2015,229.39236450195312,212.71836334228516,0.0051906420515970275,0.008910521779109313,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-14,216.20721435546875,228.08029174804688,231.21188354492188,227.48597717285156,230.61756896972656,9942927,2015,229.33979034423828,213.20135955810548,-0.009136052406019335,0.009054592535766095,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-15,219.09994506835938,231.1318817138672,231.87477111816406,228.48031616210938,228.52603149414062,13532911,2015,229.46551055908202,213.7997903442383,0.013379454850887873,0.009904997130637371,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-16,221.81932067871094,234.00059509277344,234.9377899169922,231.1318817138672,231.326171875,14854295,2015,229.75923919677734,214.49902618408203,0.012411586656217333,0.010522511508439018,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-17,221.3859405517578,233.54342651367188,235.7035369873047,232.6976776123047,234.3549041748047,10195142,2015,230.09068450927734,215.10248565673828,-0.0019537069079688107,0.010449132041803819,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-20,222.04684448242188,234.24061584472656,235.4292449951172,232.67481994628906,234.9377899169922,6348354,2015,230.3009811401367,215.69131591796875,0.0029852663440899097,0.010196536153592829,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-21,218.37403869628906,230.36611938476562,235.08636474609375,229.21177673339844,234.98350524902344,7923338,2015,230.4049850463867,216.32723419189452,-0.016540668858765595,0.010898878838743818,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-22,227.6048126220703,240.10377502441406,240.9152374267578,229.63465881347656,229.72608947753906,17309440,2015,231.6347625732422,217.08293029785156,0.0422703462890055,0.016744208418161516,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-23,226.4997100830078,238.93800354003906,244.09254455566406,238.0008087158203,240.8123779296875,18642915,2015,232.95825958251953,217.84685546875,-0.00485528178079031,0.016372505719076967,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-24,222.11184692382812,234.30918884277344,239.9323272705078,233.40628051757812,239.55517578125,13099664,2015,233.48971557617188,218.53763397216798,-0.019372450713935785,0.01781386346629969,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-27,217.8431854248047,229.80609130859375,235.41781616210938,228.9832000732422,234.27490234375,20118553,2015,233.45199890136718,219.0578890991211,-0.019218612622150966,0.0190258596673965,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-28,218.90493774414062,230.92616271972656,232.4005126953125,228.6060333251953,230.4804229736328,13382878,2015,233.73658599853516,219.5822589111328,0.004873984865913394,0.01879300868616345,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-29,215.8171844482422,227.66883850097656,231.48619079589844,226.77737426757812,230.7547149658203,14790821,2015,233.3902816772461,219.98067932128907,-0.014105479346241956,0.018855752378806604,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-30,216.7164306640625,228.61746215820312,230.41184997558594,226.82308959960938,228.6060333251953,11701228,2015,232.85196838378906,220.45338928222657,0.004166682025843027,0.018360891338106346,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-07-31,217.08477783203125,229.0060577392578,230.3889923095703,226.29734802246094,228.5831756591797,16634259,2015,232.39823150634766,220.90141235351564,0.0016997633399751244,0.018402086096872362,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-03,217.21478271484375,229.14320373535156,231.74905395507812,228.44602966308594,228.811767578125,9887787,2015,231.88849029541015,221.3949234008789,0.000598874970590968,0.0183483915780239,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-04,214.083740234375,225.84017944335938,229.8746795654297,224.0115203857422,229.36036682128906,12006872,2015,231.43589630126954,221.86763336181642,-0.014414672738044643,0.01817329428908182,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-05,214.029541015625,225.7830352783203,228.76605224609375,224.94869995117188,225.89732360839844,14345010,2015,230.00382232666016,222.33600036621092,-0.0002530292226118336,0.009711143204801069,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-06,212.1227264404297,223.77149963378906,226.7545166015625,223.4400634765625,226.5259246826172,8708037,2015,228.48717193603517,222.80756744384766,-0.008909153170217787,0.009738540076614144,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-07,213.2928466796875,225.005859375,227.21168518066406,223.36004638671875,223.78292846679688,8608888,2015,227.5568389892578,223.29833557128907,0.0055161615452861135,0.009249433890211475,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-10,209.945068359375,221.4742431640625,226.02304077148438,220.46847534179688,225.04014587402344,9288894,2015,226.7236541748047,223.603037109375,-0.01569566330737915,0.008653461372115864,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-11,209.31666564941406,220.8113555908203,222.5600128173828,218.98268127441406,221.9542694091797,8762464,2015,225.71217346191406,223.91093872070311,-0.002993068465984683,0.00813422318306986,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-12,204.31124877929688,215.5310821533203,220.8113555908203,214.99391174316406,220.26275634765625,9650325,2015,224.49839782714844,224.12374969482423,-0.023913052041058647,0.009841353385500497,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-13,202.24197387695312,213.34811401367188,218.0569305419922,212.44520568847656,216.46827697753906,9340350,2015,222.97146301269532,224.2181546020508,-0.010128321715081268,0.009318484402250004,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-14,209.5225372314453,221.02850341796875,222.18284606933594,213.5652618408203,214.9253387451172,12739366,2015,222.1737075805664,224.48879699707032,0.035999331139176194,0.01642076692814265,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-17,206.00140380859375,217.31402587890625,220.8113555908203,216.25111389160156,220.8113555908203,10857430,2015,220.99078979492188,224.7870980834961,-0.016805423199370617,0.01686392369001005,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-18,204.57130432128906,215.8053741455078,218.5255126953125,215.37107849121094,218.5255126953125,6630334,2015,219.98730926513673,225.06322631835937,-0.0069422658169293605,0.016571281957236516,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-19,206.8464813232422,218.20550537109375,219.66842651367188,214.74246215820312,215.7825164794922,8877298,2015,219.22955627441405,225.28632354736328,0.01112173983196385,0.0172644083818019,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-20,198.54747009277344,209.4507598876953,219.4284210205078,208.8678741455078,219.4284210205078,19008087,2015,217.7974822998047,225.46530395507813,-0.04012156095012165,0.02084611309569781,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-21,196.73818969726562,207.54209899902344,208.44500732421875,205.0391082763672,208.0106964111328,20050521,2015,216.05110626220704,225.54805114746094,-0.009112694982320813,0.020426339651566868,0,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-24,179.75015258789062,189.6211700439453,201.1531982421875,186.9810333251953,201.1531982421875,35635706,2015,212.8657989501953,225.2179769897461,-0.08634840372874153,0.032240582700954215,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-25,183.7804718017578,193.87281799316406,196.73011779785156,188.169677734375,192.20416259765625,49504268,2015,210.17194519042968,224.96287811279296,0.02242179999328875,0.034226184843318914,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-26,184.91807556152344,195.07289123535156,199.96456909179688,192.00987243652344,193.79281616210938,18955515,2015,208.12612609863282,224.60720275878907,0.006190002572871389,0.03442265658980633,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
2015-08-27,188.330810546875,198.67306518554688,201.4389190673828,195.90721130371094,198.13589477539062,26997546,2015,206.65862121582032,224.1052340698242,0.018455531813755588,0.03552214106979707,1,,4.1145601272583,7.99625378571471,4.90697344127256,7.629
